-0.35306,-0.6739,0
-0.22713,0.44732,1
0.092898,-0.75352,0
0.14824,-0.71847,0
-0.0015125,0.16293,0
0.045335,0.20983,0
0.14435,-0.68721,0
-0.13807,0.55242,1
-0.16386,0.11134,1
-0.19536,0.40115,1
0.18634,0.52186,1
-0.4934,0.060079,1
-0.091853,-0.12178,0
-0.10428,-0.54558,0
-0.20888,0.1598,1
0.24239,-0.44477,0
0.14986,-0.10483,0
-0.49949,0.016449,1
0.14709,0.17669,0
-0.20265,-0.1845,0
0.093352,-0.084817,0
0.1134,0.20627,0
0.25152,-0.24962,0
-0.071667,0.38028,1
0.18055,-0.49845,0
-0.1811,-0.75439,0
0.27785,0.24844,0
-0.013271,-0.48747,0
-0.015021,0.36967,1
-0.0030869,0.2157,0
0.21411,0.45176,0
0.045268,-0.62351,0
-0.13417,-0.75042,0
-0.055193,-0.085694,0
-0.45643,0.30457,1
-0.44931,0.25214,1
-0.3346,0.28109,1
0.14155,-0.68736,0
-0.24788,-0.44652,0
-0.048672,-0.79482,0
-0.19644,-0.6095,0
-0.49903,-0.48378,1
-0.041082,-0.33717,0
-0.28102,-0.021164,0
-0.17565,-0.1608,0
-0.46789,-0.036061,1
-0.41606,0.50924,1
0.29092,0.0028182,0
0.022191,0.10162,0
-0.42159,0.39027,1
0.13127,-0.19991,0
-0.41008,-0.6728,1
-0.35554,0.27732,1
-0.35761,0.5217,1
-0.30572,0.38304,1
-0.026073,0.37125,1
-0.11757,-0.028815,1
-0.2415,-0.045824,1
-0.18033,0.0062888,1
0.26393,-0.1992,1
-0.32814,-0.62828,0
-0.2985,-0.71993,0
-0.11644,-0.41549,0
-0.4678,-0.11867,1
0.069119,-0.51906,0
-0.042715,0.33007,1
-0.33851,0.075444,1
-0.16096,0.15533,1
-0.075114,0.52723,1
-0.42933,-0.32823,0
-0.16384,0.59636,1
-0.45116,-0.36886,1
0.047733,0.089645,0
-0.20719,0.029608,1
0.13,-0.76144,0
-0.17031,0.26024,1
0.1667,-0.6618,0
0.10967,-0.022146,0
0.029527,0.12055,0
-0.38109,-0.68067,1
-0.037307,-0.16967,0
0.23864,-0.33979,0
0.17941,0.36615,0
-0.44541,0.48773,1
-0.13174,-0.37302,0
0.25817,0.32148,0
-0.17144,-0.054363,1
0.022352,0.46045,1
0.21752,-0.64838,0
0.16482,-0.56009,0
0.10562,-0.47357,0
-0.49638,-0.5304,1
-0.29077,0.39283,0
-0.35518,-0.19033,1
-0.11756,0.45045,1
0.21244,0.24409,0
-0.33589,-0.42208,1
-0.21834,0.42599,1
0.26649,-0.41709,0
0.010731,0.11576,0
0.14321,0.5729,1
-0.4964,0.24765,1
0.019851,-0.31425,0
-0.49433,0.40265,1
-0.10665,-0.0086735,1
-0.0031905,0.50973,1
-0.4256,0.21494,1
0.012053,0.43847,1
-0.42333,-0.22921,1
-0.18531,-0.21966,0
-0.21422,0.57176,1
-0.31769,-0.34148,0
0.14292,0.085643,0
-0.32158,0.15997,1
-0.081013,0.019442,0
-0.25939,-0.051065,1
-0.017289,-0.57578,0
-0.0086569,0.40091,1
0.012375,-0.27619,0
0.26796,-0.49294,0
-0.22201,-0.2887,0
0.17237,-0.47235,0
0.13126,-0.23842,0
0.24179,-0.23915,0
0.12221,-0.18139,0
0.053461,-0.054159,0
-0.21228,-0.4906,0
-0.40454,-0.53063,1
-0.37627,-0.36278,1
-0.40516,0.0092027,1
-0.35764,-0.183,1
-0.053498,-0.53678,0
-0.2915,-0.035869,1
0.20879,-0.21604,0
-0.025556,0.26926,1
-0.44039,-0.72077,1
0.19021,-0.73143,0
0.12624,-0.42876,0
-0.33099,-0.013386,1
-0.31852,0.066866,1
-0.16258,-0.72655,0
0.0030245,-0.71337,0
-0.090907,-0.48357,0
0.16334,0.29271,0
0.11745,-0.10436,0
0.051693,-0.49778,0
-0.43947,0.24582,1
0.20343,0.008705,0
0.24736,0.068794,0
-0.28638,0.12963,1
0.033369,-0.67034,0
-0.22278,-0.14869,1
-0.27931,0.43239,1
0.10391,0.10306,0
-0.22048,-0.76702,0
-0.22123,0.020371,1
0.10596,-0.12452,0
0.0053644,0.10209,0
-0.1863,0.080374,1
0.07871,0.048475,0
-0.039045,0.18299,1
0.028972,-0.022514,0
-0.24701,0.3526,1
0.26145,0.38052,0
-0.14575,-0.46869,0
0.02989,0.10126,0
-0.20212,-0.3267,0
0.13433,-0.63985,0
-0.40742,0.55316,1
-0.40944,0.46178,1
0.25702,-0.523,0
0.11003,-0.52542,0
0.25897,-0.45826,0
0.15383,0.10749,0
-0.14736,0.44666,1
0.14737,-0.41426,1
-0.03874,-0.48927,0
0.22552,0.27762,0
0.26951,-0.66565,0
0.12483,0.50814,1
0.17163,-0.42429,0
0.005052,-0.047609,0
-0.35459,0.37126,1
-0.47739,-0.68693,1
-0.24117,0.28162,1
0.093758,-0.77222,0
-0.29989,-0.67487,0
-0.16248,0.17209,1
0.19683,-0.14567,0
-0.34802,-0.25928,1
0.14036,-0.68429,0
-0.046349,-0.14915,0
-0.23929,0.56221,1
-0.45786,0.25374,1
-0.10819,0.59753,1
0.0052026,-0.54445,1
0.17635,-0.57245,0
0.12765,-0.34094,0
0.24868,-0.4975,0
-0.3169,-0.42941,0
