0.6738257859, -0.1514882887, 1
-0.0431717641, 2.5724558274, 0
0.7742294907, -0.1199635997, 0
1.2125863789, -0.0487562971, 0
-0.6618894268, -0.0490633876, 0
-0.2860060959, -1.2609523880, 0
-1.4361311709, 0.3766330077, 0
-1.3926020317, 0.2696954704, 0
-0.2327149255, -0.6889122456, 1
-0.1082408458, -1.5940924794, 0
1.4203508406, 0.6973504480, 0
-0.5679640466, 0.8356035562, 0
-0.7588416572, -1.0021185132, 0
-0.1425686175, -0.3641239529, 1
-0.6940122783, 2.5172274234, 0
-1.6276530375, 0.0691367007, 0
-1.0823839271, -1.1805668235, 0
0.0251574890, 2.8547336172, 0
-0.1459274617, 0.7282304385, 0
-0.5399794348, 1.1983943482, 0
0.0658141768, -0.2834542984, 1
-1.5112118976, -0.2648880156, 0
0.9657048909, 1.2934793588, 0
0.8776397849, 1.3792600846, 0
0.2603213289, -0.5076271888, 1
-0.0035071229, 0.9233869420, 0
1.6753830360, -0.5943801501, 0
-0.5965612164, -1.6280554972, 0
0.0220432033, 1.2028184477, 0
-0.4604373412, -0.8470457374, 0
-0.0581047494, -0.1396635920, 1
0.7705565398, -1.0022109370, 0
1.1240755559, 0.8285512495, 0
-2.1224809349, -0.9326444611, 0
-1.4581696913, -0.5944899346, 0
-0.3469785852, 0.2571225188, 1
-0.0793874855, 1.8891386023, 0
0.2701974969, -0.2825384219, 1
-1.0219347569, 2.0476230378, 0
-0.8671735104, 1.0634287985, 0
0.2250117687, -0.4725504446, 1
0.2673139665, -0.0149695816, 1
-0.6753456002, -0.6056643068, 0
0.3939670114, -0.2436339556, 1
-0.6437050654, -2.0110408143, 0
0.2418727963, 0.5213352688, 0
-2.0678985204, -0.7300092240, 0
0.8799166970, -0.8782276735, 0
-1.4477363224, -0.7670878583, 0
-1.3810186800, -0.8725173968, 0
-1.0787253197, 1.2937619031, 0
0.2862485608, -2.3166135423, 0
-0.7773986058, 0.4173047913, 0
1.5743242592, -0.4502661677, 0
0.2086530162, -0.3980500864, 1
-0.1779281925, 0.0182365027, 1
-2.3059732339, 0.0881407386, 0
0.9626562360, -0.1334446616, 0
-0.1316135555, -0.4206025361, 1
-2.4444142977, -0.5352432481, 0
-0.9165997025, 0.0593626259, 0
-0.9059899161, 1.1030093187, 0
-0.2146275810, -0.2489224458, 1
-2.1958662842, 0.0938579104, 0
-0.3037278309, -1.3020561100, 0
-0.2797331785, -0.3871133835, 1
0.5208982415, -0.6403459348, 1
-0.3400404408, -1.1967533179, 0
2.0836918453, 0.8206528823, 0
1.3636465389, -0.5627097733, 0
-1.1855980039, -0.6911683797, 0
0.3110451549, -0.4475631723, 1
-0.7581474325, 1.8166728967, 0
0.6823320539, -1.3713808349, 0
0.1809915220, -0.5021765929, 1
-1.0183991324, -0.4177671532, 0
1.5266637819, 0.7511475642, 0
0.9427555771, 1.1653690525, 0
-0.6805588085, 1.7298947288, 0
-0.2450637697, -0.6153765918, 1
0.6051476741, -0.7440428757, 0
-0.8528695912, -0.1852211005, 0
1.0030498903, 0.2975443000, 0
-1.2364610296, 1.0360297201, 0
-0.1129358887, -0.1740599423, 1
0.5969812698, -1.6336445940, 0
0.6777885654, 0.6816732862, 0
1.0998633744, -1.4026869985, 0
-2.4803813847, -0.6730531323, 0
0.1018924403, 1.0841512971, 0
-0.8928125746, -0.5413469796, 0
2.5298010317, 1.6698117794, 0
0.8498178031, -0.9294519015, 0
-1.2284736877, -0.2998994297, 0
-0.0588422045, -0.0264352315, 1
0.2396482854, 0.5992722453, 0
-0.5878599133, 1.3426635593, 0
0.8585524763, -0.2890565851, 0
-0.2346009720, 0.2574551697, 1
0.3606070840, 0.6826403116, 0
-1.0232767669, -1.0695202420, 0
1.8898916339, 0.0418296928, 0
2.0458187392, 1.5306299853, 0
-1.3379981026, 0.1949773343, 0
0.3294384623, -0.3582391361, 1
0.2644470840, -1.5429655153, 0
-0.8558708304, -0.3737966434, 0
-1.4490212624, -0.5222609075, 0
-0.8600522672, 1.0637043873, 0
-2.3886980142, -2.8307654619, 0
0.7935538160, 1.0609037995, 0
-0.8154560767, 0.0219998622, 0
-1.5154030631, -0.5349143386, 0
-0.1590831588, -0.3098948500, 1
0.0563047198, 1.6533433958, 0
2.0463951014, 0.7090745090, 0
-0.0733373474, -0.2441618557, 1
1.4202155839, 0.6919171879, 0
0.2437014463, -1.5930838807, 0
-0.1651871229, 2.1312160005, 0
-0.6384447505, -0.5843991711, 0
-0.3671161388, -0.8127355153, 0
0.8390918879, -0.9736715072, 0
0.1425386672, -0.4951520390, 1
0.4918132115, -0.2370159616, 1
0.3412607450, -0.3525501679, 1
-1.0057175986, -0.3975548903, 0
0.0190365395, 1.5806307340, 0
-1.5580447904, 0.5089730908, 0
1.7775169319, 0.4644317711, 0
-0.5550261797, 1.5506722958, 0
0.5648366422, -1.2749812827, 0
0.7412362046, -0.9844414854, 0
-1.0238903786, 1.2951854072, 0
0.5196623907, -1.1913992977, 0
0.1879341830, 1.5332390503, 0
-0.0640810160, -0.1944263413, 1
